"Time (s)","Pressure (hPa)"
2.983091930E3,8.225617065E2
2.983191930E3,8.225612183E2
2.983291930E3,8.225601196E2
2.983391930E3,8.225592041E2
2.983491930E3,8.225584106E2
2.983591930E3,8.225576172E2
2.983691930E3,8.225563965E2
2.983791930E3,8.225559082E2
2.983891930E3,8.225554199E2
2.983991930E3,8.225546875E2
2.984091930E3,8.225534058E2
2.984191930E3,8.225526123E2
2.984291930E3,8.225518799E2
2.984391930E3,8.225510864E2
2.984491930E3,8.225488892E2
2.984591930E3,8.225479736E2
2.984691930E3,8.225473022E2
2.984791930E3,8.225465698E2
2.984891930E3,8.225455933E2
2.984991930E3,8.225449829E2
2.985091930E3,8.225441895E2
2.985191930E3,8.225435791E2
2.985291930E3,8.225419922E2
2.985391930E3,8.225415649E2
2.985491930E3,8.225410767E2
2.985591930E3,8.225412598E2
2.985691930E3,8.225415649E2
2.985791930E3,8.225415649E2
2.985891930E3,8.225415649E2
2.985991930E3,8.225408936E2
2.986091930E3,8.225402832E2
2.986191930E3,8.225388794E2
2.986291930E3,8.225380859E2
2.986391930E3,8.225371704E2
2.986491930E3,8.225358887E2
2.986591930E3,8.225343628E2
2.986691930E3,8.225335693E2
2.986791930E3,8.225329590E2
2.986891930E3,8.225323486E2
2.986991930E3,8.225305786E2
2.987091930E3,8.225293579E2
2.987191930E3,8.225277710E2
2.987291930E3,8.225262451E2
2.987391930E3,8.225227661E2
2.987491930E3,8.225210571E2
2.987591930E3,8.225199585E2
2.987691930E3,8.225188599E2
2.987791930E3,8.225171509E2
2.987891930E3,8.225165405E2
2.987991930E3,8.225156250E2
2.988091930E3,8.225149536E2
2.988191930E3,8.225137329E2
2.988291930E3,8.225129395E2
2.988391930E3,8.225124512E2
2.988491930E3,8.225120239E2
2.988591930E3,8.225115356E2
2.988691930E3,8.225115356E2
2.988791930E3,8.225114136E2
2.988891930E3,8.225112305E2
2.988991930E3,8.225107422E2
2.989091930E3,8.225104370E2
2.989191930E3,8.225101318E2
2.989291930E3,8.225100098E2
2.989391930E3,8.225098267E2
2.989491930E3,8.225098267E2
2.989591930E3,8.225098267E2
2.989691930E3,8.225095215E2
2.989791930E3,8.225090332E2
2.989891930E3,8.225085449E2
2.989991930E3,8.225082397E2
2.990091930E3,8.225078125E2
2.990191930E3,8.225067139E2
2.990291930E3,8.225062256E2
2.990391930E3,8.225059204E2
2.990491930E3,8.225057373E2
2.990591930E3,8.225054321E2
2.990691930E3,8.225053101E2
2.990791930E3,8.225051270E2
2.990891930E3,8.225046387E2
2.990991930E3,8.225043335E2
2.991091930E3,8.225031128E2
2.991191930E3,8.225025024E2
2.991291930E3,8.225021973E2
2.991391930E3,8.225015259E2
2.991491930E3,8.225003052E2
2.991591930E3,8.224998169E2
2.991691930E3,8.224993286E2
2.991791930E3,8.224989014E2
2.991891930E3,8.224981079E2
2.991991930E3,8.224979248E2
2.992091930E3,8.224974976E2
2.992191930E3,8.224970093E2
2.992291930E3,8.224962158E2
2.992391930E3,8.224957886E2
2.992491930E3,8.224954224E2
2.992591930E3,8.224953003E2
2.992691930E3,8.224949951E2
2.992791930E3,8.224948120E2
2.992891930E3,8.224943848E2
2.992991930E3,8.224940186E2
2.993091930E3,8.224932861E2
2.993191930E3,8.224926147E2
2.993291930E3,8.224920044E2
2.993391930E3,8.224913940E2
2.993491930E3,8.224899902E2
2.993591930E3,8.224896851E2
2.993691930E3,8.224893799E2
2.993791930E3,8.224893799E2
2.993891930E3,8.224893799E2
2.993991930E3,8.224891968E2
2.994091930E3,8.224891968E2
2.994191930E3,8.224890137E2
2.994291930E3,8.224891968E2
2.994391930E3,8.224896851E2
2.994491930E3,8.224901123E2
2.994591930E3,8.224906006E2
2.994691930E3,8.224916992E2
2.994791930E3,8.224921875E2
2.994891930E3,8.224926147E2
2.994991930E3,8.224927979E2
2.995091930E3,8.224920044E2
2.995191930E3,8.224912109E2
2.995291930E3,8.224904785E2
2.995391930E3,8.224898071E2
2.995491930E3,8.224896851E2
2.995591930E3,8.224896851E2
2.995691930E3,8.224896851E2
2.995791930E3,8.224896851E2
2.995891930E3,8.224885864E2
2.995991930E3,8.224879761E2
2.996091930E3,8.224871826E2
2.996191930E3,8.224863892E2
2.996291930E3,8.224860840E2
2.996391930E3,8.224857788E2
2.996491930E3,8.224859009E2
2.996591930E3,8.224860840E2
2.996691930E3,8.224863892E2
2.996791930E3,8.224871826E2
2.996891930E3,8.224879761E2
2.996991930E3,8.224890137E2
2.997091930E3,8.224901123E2
2.997191930E3,8.224932861E2
2.997291930E3,8.224949951E2
2.997391930E3,8.224968262E2
2.997491930E3,8.224995117E2
2.997591930E3,8.225051270E2
2.997691930E3,8.225084229E2
2.997791930E3,8.225117188E2
2.997891930E3,8.225149536E2
2.997991930E3,8.225217285E2
2.998091930E3,8.225248413E2
2.998191930E3,8.225279541E2
2.998291930E3,8.225310669E2
2.998391930E3,8.225373535E2
2.998491930E3,8.225402832E2
2.998591930E3,8.225433960E2
2.998691930E3,8.225463867E2
2.998791930E3,8.225521851E2
2.998891930E3,8.225549927E2
2.998991930E3,8.225574951E2
2.999091930E3,8.225598145E2
2.999191930E3,8.225632324E2
2.999291930E3,8.225648193E2
2.999391930E3,8.225659180E2
2.999491930E3,8.225668335E2
2.999591930E3,8.225687256E2
2.999691930E3,8.225693359E2
2.999791930E3,8.225703125E2
2.999891930E3,8.225709229E2
2.999991930E3,8.225717163E2
3.000091930E3,8.225718384E2
3.000191930E3,8.225717163E2
3.000291930E3,8.225710449E2
3.000391930E3,8.225695190E2
3.000491930E3,8.225686035E2
3.000591930E3,8.225675049E2
3.000691930E3,8.225661011E2
3.000791930E3,8.225639038E2
3.000891930E3,8.225629272E2
3.000991930E3,8.225621948E2
3.001091930E3,8.225621948E2
3.001191930E3,8.225623169E2
3.001291930E3,8.225628052E2
3.001391930E3,8.225631104E2
3.001491930E3,8.225631104E2
3.001591930E3,8.225631104E2
3.001691930E3,8.225618286E2
3.001791930E3,8.225606079E2
3.001891930E3,8.225592041E2
3.001991930E3,8.225574951E2
3.002091930E3,8.225535889E2
3.002191930E3,8.225510864E2
3.002291930E3,8.225480957E2
3.002391930E3,8.225449829E2
3.002491930E3,8.225376587E2
3.002591930E3,8.225334473E2
3.002691930E3,8.225291748E2
3.002791930E3,8.225249634E2
3.002891930E3,8.225168457E2
3.002991930E3,8.225129395E2
3.003091930E3,8.225092163E2
3.003191930E3,8.225056152E2
3.003291930E3,8.224982910E2
3.003391930E3,8.224951172E2
3.003491930E3,8.224921875E2
3.003591930E3,8.224891968E2
3.003691930E3,8.224840698E2
3.003791930E3,8.224815674E2
3.003891930E3,8.224791870E2
3.003991930E3,8.224769897E2
3.004091930E3,8.224732666E2
3.004191930E3,8.224723511E2
3.004291930E3,8.224718628E2
3.004391930E3,8.224718628E2
3.004491930E3,8.224729614E2
3.004591930E3,8.224738770E2
3.004691930E3,8.224748535E2
3.004791930E3,8.224758911E2
3.004891930E3,8.224779663E2
3.004991930E3,8.224790649E2
3.005091930E3,8.224801636E2
3.005191930E3,8.224810791E2
3.005291930E3,8.224830933E2
3.005391930E3,8.224840698E2
3.005491930E3,8.224849854E2
3.005591930E3,8.224857788E2
3.005691930E3,8.224871826E2
3.005791930E3,8.224880981E2
3.005891930E3,8.224890137E2
3.005991930E3,8.224901123E2
3.006091930E3,8.224927979E2
3.006191930E3,8.224943848E2
3.006291930E3,8.224957886E2
3.006391930E3,8.224970093E2
3.006491930E3,8.224982910E2
3.006591930E3,8.225003052E2
3.006691930E3,8.225015259E2
3.006791930E3,8.225028076E2
3.006891930E3,8.225043335E2
3.006991930E3,8.225076294E2
3.007091930E3,8.225090332E2
3.007191930E3,8.225104370E2
3.007291930E3,8.225118408E2
3.007391930E3,8.225139160E2
3.007491930E3,8.225148315E2
3.007591930E3,8.225156250E2
3.007691930E3,8.225163574E2
3.007791930E3,8.225190430E2
3.007891930E3,8.225202637E2
3.007991930E3,8.225217285E2
3.008091930E3,8.225231323E2
3.008191930E3,8.225257568E2
3.008291930E3,8.225270386E2
3.008391930E3,8.225280762E2
3.008491930E3,8.225291748E2
3.008591930E3,8.225310669E2
3.008691930E3,8.225319824E2
3.008791930E3,8.225329590E2
3.008891930E3,8.225341797E2
3.008991930E3,8.225366821E2
3.009091930E3,8.225379639E2
3.009191930E3,8.225391846E2
3.009291930E3,8.225402832E2
3.009391930E3,8.225413818E2
3.009491930E3,8.225416870E2
3.009591930E3,8.225421753E2
3.009691930E3,8.225422974E2
3.009791930E3,8.225422974E2
3.009891930E3,8.225419922E2
3.009991930E3,8.225413818E2
3.010091930E3,8.225404663E2
3.010191930E3,8.225385742E2
3.010291930E3,8.225377808E2
3.010391930E3,8.225369873E2
3.010491930E3,8.225365601E2
3.010591930E3,8.225362549E2
3.010691930E3,8.225362549E2
3.010791930E3,8.225362549E2
3.010891930E3,8.225363770E2
3.010991930E3,8.225363770E2
3.011091930E3,8.225362549E2
3.011191930E3,8.225362549E2
3.011291930E3,8.225360718E2
3.011391930E3,8.225357666E2
3.011491930E3,8.225352783E2
3.011591930E3,8.225349731E2
3.011691930E3,8.225348511E2
3.011791930E3,8.225348511E2
3.011891930E3,8.225349731E2
3.011991930E3,8.225351562E2
3.012091930E3,8.225349731E2
3.012191930E3,8.225344849E2
3.012291930E3,8.225334473E2
3.012391930E3,8.225324707E2
3.012491930E3,8.225315552E2
3.012591930E3,8.225299683E2
3.012691930E3,8.225259399E2
3.012791930E3,8.225238647E2
3.012891930E3,8.225213623E2
3.012991930E3,8.225187378E2
3.013091930E3,8.225134277E2
3.013191930E3,8.225107422E2
3.013291930E3,8.225084229E2
3.013391930E3,8.225067139E2
3.013491930E3,8.225039062E2
3.013591930E3,8.225026245E2
3.013691930E3,8.225014038E2
3.013791930E3,8.225003052E2
3.013891930E3,8.224987183E2
3.013991930E3,8.224982910E2
3.014091930E3,8.224979248E2
3.014191930E3,8.224976196E2
3.014291930E3,8.224973145E2
3.014391930E3,8.224974976E2
3.014491930E3,8.224981079E2
3.014591930E3,8.224989014E2
3.014691930E3,8.225012207E2
3.014791930E3,8.225026245E2
3.014891930E3,8.225042114E2
3.014991930E3,8.225059204E2
3.015091930E3,8.225090332E2
3.015191930E3,8.225104370E2
3.015291930E3,8.225115356E2
3.015391930E3,8.225123291E2
3.015491930E3,8.225132446E2
3.015591930E3,8.225134277E2
3.015691930E3,8.225135498E2
3.015791930E3,8.225135498E2
3.015891930E3,8.225132446E2
3.015991930E3,8.225129395E2
3.016091930E3,8.225123291E2
3.016191930E3,8.225118408E2
3.016291930E3,8.225114136E2
3.016391930E3,8.225115356E2
3.016491930E3,8.225118408E2
3.016591930E3,8.225121460E2
3.016691930E3,8.225129395E2
3.016791930E3,8.225131226E2
3.016891930E3,8.225137329E2
3.016991930E3,8.225145264E2
3.017091930E3,8.225151367E2
3.017191930E3,8.225165405E2
3.017291930E3,8.225170288E2
3.017391930E3,8.225174561E2
3.017491930E3,8.225179443E2
3.017591930E3,8.225184326E2
3.017691930E3,8.225187378E2
3.017791930E3,8.225190430E2
3.017891930E3,8.225196533E2
3.017991930E3,8.225212402E2
3.018091930E3,8.225221558E2
3.018191930E3,8.225229492E2
3.018291930E3,8.225237427E2
3.018391930E3,8.225251465E2
3.018491930E3,8.225256348E2
3.018591930E3,8.225259399E2
3.018691930E3,8.225260620E2
3.018791930E3,8.225256348E2
3.018891930E3,8.225249634E2
3.018991930E3,8.225243530E2
3.019091930E3,8.225235596E2
3.019191930E3,8.225218506E2
3.019291930E3,8.225209351E2
3.019391930E3,8.225199585E2
3.019491930E3,8.225192261E2
3.019591930E3,8.225179443E2
3.019691930E3,8.225171509E2
3.019791930E3,8.225165405E2
3.019891930E3,8.225159302E2
3.019991930E3,8.225148315E2
3.020091930E3,8.225148315E2
3.020191930E3,8.225148315E2
3.020291930E3,8.225149536E2
3.020391930E3,8.225154419E2
3.020491930E3,8.225163574E2
3.020591930E3,8.225171509E2
3.020691930E3,8.225181274E2
3.020791930E3,8.225199585E2
3.020891930E3,8.225212402E2
3.020991930E3,8.225226440E2
3.021091930E3,8.225241699E2
3.021191930E3,8.225274658E2
3.021291930E3,8.225288696E2
3.021391930E3,8.225299683E2
3.021491930E3,8.225305786E2
3.021591930E3,8.225307617E2
3.021691930E3,8.225302734E2
3.021791930E3,8.225295410E2
3.021891930E3,8.225285645E2
3.021991930E3,8.225265503E2
3.022091930E3,8.225257568E2
3.022191930E3,8.225249634E2
3.022291930E3,8.225241699E2
3.022391930E3,8.225229492E2
3.022491930E3,8.225224609E2
3.022591930E3,8.225221558E2
3.022691930E3,8.225218506E2
3.022791930E3,8.225218506E2
3.022891930E3,8.225221558E2
3.022991930E3,8.225224609E2
3.023091930E3,8.225227661E2
3.023191930E3,8.225231323E2
3.023291930E3,8.225237427E2
3.023391930E3,8.225240479E2
3.023491930E3,8.225243530E2
3.023591930E3,8.225246582E2
3.023691930E3,8.225257568E2
3.023791930E3,8.225260620E2
3.023891930E3,8.225265503E2
3.023991930E3,8.225266724E2
3.024091930E3,8.225248413E2
3.024191930E3,8.225235596E2
3.024291930E3,8.225220337E2
3.024391930E3,8.225206299E2
3.024491930E3,8.225167236E2
3.024591930E3,8.225148315E2
3.024691930E3,8.225129395E2
3.024791930E3,8.225109253E2
3.024891930E3,8.225078125E2
3.024991930E3,8.225062256E2
3.025091930E3,8.225046387E2
3.025191930E3,8.225032349E2
3.025291930E3,8.225012207E2
3.025391930E3,8.225001221E2
3.025491930E3,8.224992065E2
3.025591930E3,8.224982910E2
3.025691930E3,8.224971924E2
3.025791930E3,8.224970093E2
3.025891930E3,8.224968262E2
3.025991930E3,8.224968262E2
3.026091930E3,8.224970093E2
3.026191930E3,8.224970093E2
3.026291930E3,8.224976196E2
3.026391930E3,8.224982910E2
3.026491930E3,8.225004272E2
3.026591930E3,8.225015259E2
3.026691930E3,8.225023193E2
3.026791930E3,8.225029297E2
3.026891930E3,8.225032349E2
3.026991930E3,8.225034180E2
3.027091930E3,8.225039062E2
3.027191930E3,8.225042114E2
3.027291930E3,8.225050049E2
3.027391930E3,8.225054321E2
3.027491930E3,8.225056152E2
3.027591930E3,8.225059204E2
3.027691930E3,8.225065308E2
3.027791930E3,8.225068359E2
3.027891930E3,8.225073242E2
3.027991930E3,8.225079346E2
3.028091930E3,8.225082397E2
3.028191930E3,8.225089111E2
3.028291930E3,8.225092163E2
3.028391930E3,8.225095215E2
3.028491930E3,8.225096436E2
3.028591930E3,8.225103149E2
3.028691930E3,8.225103149E2
3.028791930E3,8.225103149E2
3.028891930E3,8.225106201E2
3.028991930E3,8.225112305E2
3.029091930E3,8.225115356E2
3.029191930E3,8.225121460E2
3.029291930E3,8.225128174E2
3.029391930E3,8.225139160E2
3.029491930E3,8.225142212E2
3.029591930E3,8.225143433E2
3.029691930E3,8.225146484E2
3.029791930E3,8.225151367E2
3.029891930E3,8.225153198E2
3.029991930E3,8.225154419E2
3.030091930E3,8.225153198E2
3.030191930E3,8.225148315E2
3.030291930E3,8.225146484E2
3.030391930E3,8.225143433E2
3.030491930E3,8.225142212E2
3.030591930E3,8.225140381E2
3.030691930E3,8.225139160E2
3.030791930E3,8.225137329E2
3.030891930E3,8.225139160E2
3.030991930E3,8.225139160E2
3.031091930E3,8.225139160E2
3.031191930E3,8.225137329E2
3.031291930E3,8.225135498E2
3.031391930E3,8.225135498E2
3.031491930E3,8.225135498E2
3.031591930E3,8.225135498E2
3.031691930E3,8.225134277E2
3.031791930E3,8.225135498E2
3.031891930E3,8.225139160E2
3.031991930E3,8.225143433E2
3.032091930E3,8.225149536E2
3.032191930E3,8.225157471E2
3.032291930E3,8.225162354E2
3.032391930E3,8.225167236E2
3.032491930E3,8.225173340E2
3.032591930E3,8.225184326E2
3.032691930E3,8.225190430E2
3.032791930E3,8.225193481E2
3.032891930E3,8.225195312E2
3.032991930E3,8.225199585E2
3.033091930E3,8.225201416E2
3.033191930E3,8.225202637E2
3.033291930E3,8.225207520E2
3.033391930E3,8.225213623E2
3.033491930E3,8.225218506E2
3.033591930E3,8.225224609E2
3.033691930E3,8.225229492E2
3.033791930E3,8.225241699E2
3.033891930E3,8.225246582E2
3.033991930E3,8.225248413E2
3.034091930E3,8.225249634E2
3.034191930E3,8.225248413E2
3.034291930E3,8.225240479E2
3.034391930E3,8.225235596E2
3.034491930E3,8.225231323E2
3.034591930E3,8.225229492E2
3.034691930E3,8.225229492E2
3.034791930E3,8.225231323E2
3.034891930E3,8.225231323E2
3.034991930E3,8.225231323E2
3.035091930E3,8.225223389E2
3.035191930E3,8.225220337E2
3.035291930E3,8.225218506E2
3.035391930E3,8.225215454E2
3.035491930E3,8.225207520E2
3.035591930E3,8.225204468E2
3.035691930E3,8.225201416E2
3.035791930E3,8.225198364E2
3.035891930E3,8.225199585E2
3.035991930E3,8.225201416E2
3.036091930E3,8.225202637E2
3.036191930E3,8.225210571E2
3.036291930E3,8.225224609E2
3.036391930E3,8.225235596E2
3.036491930E3,8.225248413E2
3.036591930E3,8.225256348E2
3.036691930E3,8.225273438E2
3.036791930E3,8.225279541E2
3.036891930E3,8.225285645E2
3.036991930E3,8.225291748E2
3.037091930E3,8.225307617E2
3.037191930E3,8.225312500E2
3.037291930E3,8.225315552E2
3.037391930E3,8.225316772E2
3.037491930E3,8.225309448E2
3.037591930E3,8.225301514E2
3.037691930E3,8.225293579E2
3.037791930E3,8.225284424E2
3.037891930E3,8.225271606E2
3.037991930E3,8.225265503E2
3.038091930E3,8.225262451E2
3.038191930E3,8.225257568E2
3.038291930E3,8.225249634E2
3.038391930E3,8.225246582E2
3.038491930E3,8.225245361E2
3.038591930E3,8.225243530E2
3.038691930E3,8.225240479E2
3.038791930E3,8.225241699E2
3.038891930E3,8.225245361E2
3.038991930E3,8.225251465E2
3.039091930E3,8.225262451E2
3.039191930E3,8.225263672E2
3.039291930E3,8.225263672E2
3.039391930E3,8.225259399E2
3.039491930E3,8.225251465E2
3.039591930E3,8.225248413E2
3.039691930E3,8.225246582E2
3.039791930E3,8.225246582E2
3.039891930E3,8.225246582E2
3.039991930E3,8.225248413E2
3.040091930E3,8.225248413E2
3.040191930E3,8.225248413E2
3.040291930E3,8.225248413E2
3.040391930E3,8.225257568E2
3.040491930E3,8.225266724E2
3.040591930E3,8.225276489E2
3.040691930E3,8.225285645E2
3.040791930E3,8.225299683E2
3.040891930E3,8.225305786E2
3.040991930E3,8.225309448E2
3.041091930E3,8.225312500E2
3.041191930E3,8.225318604E2
3.041291930E3,8.225318604E2
3.041391930E3,8.225318604E2
3.041491930E3,8.225315552E2
3.041591930E3,8.225302734E2
3.041691930E3,8.225298462E2
3.041791930E3,8.225296631E2
3.041891930E3,8.225296631E2
3.041991930E3,8.225298462E2
3.042091930E3,8.225295410E2
3.042191930E3,8.225290527E2
3.042291930E3,8.225285645E2
3.042391930E3,8.225273438E2
3.042491930E3,8.225268555E2
3.042591930E3,8.225265503E2
3.042691930E3,8.225259399E2
3.042791930E3,8.225257568E2
3.042891930E3,8.225254517E2
3.042991930E3,8.225256348E2
3.043091930E3,8.225257568E2
3.043191930E3,8.225257568E2
3.043291930E3,8.225260620E2
3.043391930E3,8.225263672E2
3.043491930E3,8.225265503E2
3.043591930E3,8.225273438E2
3.043691930E3,8.225274658E2
3.043791930E3,8.225277710E2
3.043891930E3,8.225282593E2
3.043991930E3,8.225301514E2
3.044091930E3,8.225310669E2
3.044191930E3,8.225321655E2
3.044291930E3,8.225330811E2
3.044391930E3,8.225343628E2
3.044491930E3,8.225351562E2
3.044591930E3,8.225358887E2
3.044691930E3,8.225365601E2
3.044791930E3,8.225374756E2
3.044891930E3,8.225377808E2
3.044991930E3,8.225377808E2
3.045091930E3,8.225376587E2
3.045191930E3,8.225362549E2
3.045291930E3,8.225354614E2
3.045391930E3,8.225348511E2
3.045491930E3,8.225343628E2
3.045591930E3,8.225341797E2
3.045691930E3,8.225344849E2
3.045791930E3,8.225346680E2
3.045891930E3,8.225349731E2
3.045991930E3,8.225352783E2
3.046091930E3,8.225360718E2
3.046191930E3,8.225366821E2
3.046291930E3,8.225371704E2
3.046391930E3,8.225376587E2
3.046491930E3,8.225388794E2
3.046591930E3,8.225393677E2
3.046691930E3,8.225399780E2
3.046791930E3,8.225408936E2
3.046891930E3,8.225421753E2
3.046991930E3,8.225427856E2
3.047091930E3,8.225435791E2
3.047191930E3,8.225441895E2
3.047291930E3,8.225468750E2
3.047391930E3,8.225485840E2
3.047491930E3,8.225513916E2
3.047591930E3,8.225543823E2
3.047691930E3,8.225604248E2
3.047791930E3,8.225639038E2
3.047891930E3,8.225673218E2
3.047991930E3,8.225706177E2
3.048091930E3,8.225765381E2
3.048191930E3,8.225788574E2
3.048291930E3,8.225807495E2
3.048391930E3,8.225823364E2
3.048491930E3,8.225848389E2
3.048591930E3,8.225860596E2
3.048691930E3,8.225870361E2
3.048791930E3,8.225876465E2
3.048891930E3,8.225887451E2
3.048991930E3,8.225890503E2
3.049091930E3,8.225891724E2
3.049191930E3,8.225895386E2
3.049291930E3,8.225896606E2
3.049391930E3,8.225898438E2
3.049491930E3,8.225901489E2
3.049591930E3,8.225902710E2
3.049691930E3,8.225902710E2
3.049791930E3,8.225907593E2
3.049891930E3,8.225910645E2
3.049991930E3,8.225910645E2
3.050091930E3,8.225916748E2
3.050191930E3,8.225923462E2
3.050291930E3,8.225930786E2
3.050391930E3,8.225940552E2
3.050491930E3,8.225951538E2
3.050591930E3,8.225969849E2
3.050691930E3,8.225974731E2
3.050791930E3,8.225979614E2
3.050891930E3,8.225979614E2
3.050991930E3,8.225966797E2
3.051091930E3,8.225952759E2
3.051191930E3,8.225935669E2
3.051291930E3,8.225916748E2
3.051391930E3,8.225874634E2
3.051491930E3,8.225849609E2
3.051591930E3,8.225824585E2
3.051691930E3,8.225798340E2
3.051791930E3,8.225743408E2
3.051891930E3,8.225715332E2
3.051991930E3,8.225686035E2
3.052091930E3,8.225656128E2
3.052191930E3,8.225596924E2
3.052291930E3,8.225568848E2
3.052391930E3,8.225541992E2
3.052491930E3,8.225518799E2
3.052591930E3,8.225474854E2
3.052691930E3,8.225460815E2
3.052791930E3,8.225447998E2
3.052891930E3,8.225441895E2
3.052991930E3,8.225440674E2
3.053091930E3,8.225449829E2
3.053191930E3,8.225462036E2
3.053291930E3,8.225476074E2
3.053391930E3,8.225502930E2
3.053491930E3,8.225512085E2
3.053591930E3,8.225520020E2
3.053691930E3,8.225524902E2
3.053791930E3,8.225523071E2
3.053891930E3,8.225509033E2
3.053991930E3,8.225490723E2
3.054091930E3,8.225466919E2
3.054191930E3,8.225402832E2
3.054291930E3,8.225369873E2
3.054391930E3,8.225341797E2
3.054491930E3,8.225312500E2
3.054591930E3,8.225260620E2
3.054691930E3,8.225238647E2
3.054791930E3,8.225217285E2
3.054891930E3,8.225198364E2
3.054991930E3,8.225165405E2
3.055091930E3,8.225149536E2
3.055191930E3,8.225132446E2
3.055291930E3,8.225118408E2
3.055391930E3,8.225098267E2
3.055491930E3,8.225095215E2
3.055591930E3,8.225092163E2
3.055691930E3,8.225090332E2
3.055791930E3,8.225090332E2
3.055891930E3,8.225093384E2
3.055991930E3,8.225096436E2
3.056091930E3,8.225103149E2
3.056191930E3,8.225109253E2
3.056291930E3,8.225120239E2
3.056391930E3,8.225123291E2
3.056491930E3,8.225126343E2
3.056591930E3,8.225132446E2
3.056691930E3,8.225145264E2
3.056791930E3,8.225153198E2
3.056891930E3,8.225162354E2
3.056991930E3,8.225171509E2
3.057091930E3,8.225192261E2
3.057191930E3,8.225204468E2
3.057291930E3,8.225218506E2
3.057391930E3,8.225234375E2
3.057491930E3,8.225266724E2
3.057591930E3,8.225285645E2
3.057691930E3,8.225302734E2
3.057791930E3,8.225316772E2
3.057891930E3,8.225349731E2
3.057991930E3,8.225363770E2
3.058091930E3,8.225379639E2
3.058191930E3,8.225391846E2
3.058291930E3,8.225413818E2
3.058391930E3,8.225422974E2
3.058491930E3,8.225430908E2
3.058591930E3,8.225440674E2
3.058691930E3,8.225455933E2
3.058791930E3,8.225465698E2
3.058891930E3,8.225473022E2
3.058991930E3,8.225480957E2
3.059091930E3,8.225482788E2
3.059191930E3,8.225482788E2
3.059291930E3,8.225480957E2
3.059391930E3,8.225480957E2
3.059491930E3,8.225488892E2
3.059591930E3,8.225490723E2
3.059691930E3,8.225493774E2
3.059791930E3,8.225493774E2
3.059891930E3,8.225499878E2
3.059991930E3,8.225502930E2
3.060091930E3,8.225505981E2
3.060191930E3,8.225509033E2
3.060291930E3,8.225510864E2
3.060391930E3,8.225509033E2
3.060491930E3,8.225505981E2
3.060591930E3,8.225502930E2
3.060691930E3,8.225485840E2
3.060791930E3,8.225476074E2
3.060891930E3,8.225465698E2
3.060991930E3,8.225454712E2
3.061091930E3,8.225435791E2
3.061191930E3,8.225427856E2
3.061291930E3,8.225418701E2
3.061391930E3,8.225407715E2
3.061491930E3,8.225397949E2
3.061591930E3,8.225380859E2
3.061691930E3,8.225373535E2
3.061791930E3,8.225365601E2
3.061891930E3,8.225360718E2
3.061991930E3,8.225343628E2
3.062091930E3,8.225337524E2
3.062191930E3,8.225329590E2
3.062291930E3,8.225316772E2
3.062391930E3,8.225290527E2
3.062491930E3,8.225274658E2
3.062591930E3,8.225260620E2
3.062691930E3,8.225248413E2
3.062791930E3,8.225229492E2
3.062891930E3,8.225220337E2
3.062991930E3,8.225209351E2
3.063091930E3,8.225198364E2
3.063191930E3,8.225167236E2
3.063291930E3,8.225148315E2
3.063391930E3,8.225129395E2
3.063491930E3,8.225112305E2
3.063591930E3,8.225089111E2
3.063691930E3,8.225079346E2
3.063791930E3,8.225070190E2
3.063891930E3,8.225061035E2
3.063991930E3,8.225042114E2
3.064091930E3,8.225032349E2
3.064191930E3,8.225025024E2
3.064291930E3,8.225020142E2
3.064391930E3,8.225001221E2
3.064491930E3,8.224990234E2
3.064591930E3,8.224982910E2
3.064691930E3,8.224973145E2
3.064791930E3,8.224960938E2
3.064891930E3,8.224956055E2
3.064991930E3,8.224954224E2
3.065091930E3,8.224951172E2
3.065191930E3,8.224951172E2
3.065291930E3,8.224954224E2
3.065391930E3,8.224956055E2
3.065491930E3,8.224960938E2
3.065591930E3,8.224963989E2
3.065691930E3,8.224965210E2
3.065791930E3,8.224970093E2
3.065891930E3,8.224976196E2
3.065991930E3,8.224992065E2
3.066091930E3,8.225004272E2
3.066191930E3,8.225018311E2
3.066291930E3,8.225032349E2
3.066391930E3,8.225064087E2
3.066491930E3,8.225076294E2
3.066591930E3,8.225090332E2
3.066691930E3,8.225103149E2
3.066791930E3,8.225131226E2
3.066891930E3,8.225143433E2
3.066991930E3,8.225153198E2
3.067091930E3,8.225162354E2
3.067191930E3,8.225171509E2
3.067291930E3,8.225184326E2
3.067391930E3,8.225195312E2
3.067491930E3,8.225201416E2
3.067591930E3,8.225209351E2
3.067691930E3,8.225224609E2
3.067791930E3,8.225229492E2
3.067891930E3,8.225237427E2
3.067991930E3,8.225245361E2
3.068091930E3,8.225266724E2
3.068191930E3,8.225284424E2
3.068291930E3,8.225304565E2
3.068391930E3,8.225327759E2
3.068491930E3,8.225388794E2
3.068591930E3,8.225427856E2
3.068691930E3,8.225468750E2
3.068791930E3,8.225509033E2
3.068891930E3,8.225585938E2
3.068991930E3,8.225623169E2
3.069091930E3,8.225661011E2
3.069191930E3,8.225696411E2
3.069291930E3,8.225770264E2
3.069391930E3,8.225803223E2
3.069491930E3,8.225831299E2
3.069591930E3,8.225854492E2
3.069691930E3,8.225890503E2
3.069791930E3,8.225901489E2
3.069891930E3,8.225912476E2
3.069991930E3,8.225923462E2
3.070091930E3,8.225934448E2
3.070191930E3,8.225937500E2
3.070291930E3,8.225938721E2
